Certificat de Professionalitat;Descripció ;Hores;NivellEspecialitat;FamProfDescCat;Competències;Descripció de la competència;Durada 
INAE0110;Indústries làcties;600,;3;INDÚSTRIA ALIMENTÀRIA;noUC_MP0360;Mòdul de pràctiques professionals no laborals d''Indústries làcties';120,
SSCB02;Coordinació i suport a la direcció de recursos i serveis adreçats a la gent gran;150,;4;SERVEIS SOCIOCULTURALS I A LA COMUNITAT;noUC_sscb02;;50,
COML21;Digitalització en la gestió d'una empresa logística 2021;30,;3;COMERÇ I MARQUETING;noUC_coml21;;4,
SEAD0092;Prevenció de riscos laborals per a treballs en gasoductes i xarxes de distribució de gasos combustibles;20,;1;SEGURETAT I MEDI AMBIENT;;;0,
HOTR29;Operacions bàsiques d'aprovisionament i conservació culinàries;8,;1;HOSTALERIA I TURISME;noUC_hotr29;;4,
IMAQ0208;Planificació, gestió i realització del manteniment i supervisió del muntatge de maquinària, equip industrial i línies automatitzades de producció;570,;3;INSTAL·LACIÓ I MANTENIMENT;noUC_MP0131;Mòdul de pràctiques professionals no laborals;80,
IEXM06;Maneig i manteniment del dumper / bolquet en obra civil i mineria;460,;1;INDÚSTRIES EXTRACTIVES;noUC_iexm06;;100,
COMM18;Intel·ligència artificial (IA) aplicada a màrqueting digital;200,;3;COMERÇ I MARQUETING;;;0,
ELEE0410;Gestió i supervisió del muntatge i manteniment de xarxes elèctriques aèries d'alta tensió de segona i tercera categoria i centres de transformació d'intempèrie;640,;3;ELECTRICITAT I ELECTRÒNICA;UC1188_3;Gestionar i organitzar el muntatge i manteniment de xarxes elèctriques aèries d'alta tensió de segona i tercera categoria, i centres de transformació d'intempèrie;150,
IFCD103;Fonaments de desenvolupament d'aplicacions Low Code i No Code setembre;300,;4;INFORMÀTICA I COMUNICACIONS;noUC_ifcd103;;150,
EOCO20;Aplicació d'UAS/Drons en Obra Civil i Indústries Extractives;300,;3;EDIFICACIÓ I OBRA CIVIL;noUC_eoco20;;70,
IFCM0110;Operació en sistemes de comunicacions de veu i dades;550,;2;INFORMÀTICA I COMUNICACIONS;UC0956_2;Realitzar els processos de connexió entre xarxes privades i xarxes públiques;150,
SSCE0212;Promoció per la igualtat efectiva de dones i homes;570,;3;SERVEIS SOCIOCULTURALS I A LA COMUNITAT;UC1584_3;Detectar, prevenir i acompanyar en el procés d'atenció a situacions de violència exercida contra les dones;130,
INAH0209;Enotècnia;660,;3;INDÚSTRIA ALIMENTÀRIA;UC0039_3;Coordinar i supervisar els mètodes d'estabilització i criança de vins;120,
FCOI12;Anàlisi de la informació digital - Nivell avançat;40,;3;FORMACIÓ COMPLEMENTARIA;noUC_fcoi12;;12,
FMEE0308;Disseny de productes de fabricació mecànica;680,;3;FABRICACIÓ MECÀNICA;noUC_MP0096;Mòdul de pràctiques professionals no laborals de 'Disseny de productes de fabricació mecànica';80,
IMAI0015;Xarxa de distribució d'energia. Manteniment d'instal·lacions i obres;68,;2;INSTAL·LACIÓ I MANTENIMENT;;;0,
SSCG0109;Inserció laboral de persones amb discapacitat;470,;3;SERVEIS SOCIOCULTURALS I A LA COMUNITAT;noUC_MP0164;Mòdul de pràctiques professionals no laborals d''Inserció laboral de persones amb discapacitat';120,
TCPF0912;Realització de vestuari per a l'espectacle;850,;3;TÈXTIL, CONFECCIÓ I PELL;UC1518_3;Planificar el desenvolupament del vestuari a partir dels figurins del projecte artístic;60,
IMPP0208;Serveis estètics d'higiene, depilació i maquillatge;640,;2;IMATGE PERSONAL;UC0065_2;Millorar l'harmonia del rostre amb estils de maquillatge social.;90,
FCOI13;Iniciació a la informàtica i en competències digitals bàsiques;40,;1;FORMACIÓ COMPLEMENTARIA;noUC_fcoi13;;13,
IFCD36;DevOps en arquitectura de microserveis amb Red Hat;300,;3;INFORMÀTICA I COMUNICACIONS;noUC_ifcd36;;100,
FCOV06;Comunicació a llengües estrangeres (Anglès) N3;180,;3;FORMACIÓ COMPLEMENTARIA;;;0,
SEAD0119;C.18. Treballs d'aïllament i impermeabilització. Formació de reciclatge;4,;1;SEGURETAT I MEDI AMBIENT;;;0,
TMVG0003;Mecànica per a conductors de vehicles de mercaderies;30,;2;TRANSPORT I MANTENIMENT DE VEHICLES;noUC_tmvg0003;-;30,
FMEC0109;Producció en construccions metàl·liques;490,;3;FABRICACIÓ MECÀNICA;UC1151_3;Definir processos de traçat, mecanitzat i conformat en construccions metàl·liques;100,
ARTG0312;Manteniment i reparació d'instruments musicals de corda;810,;3;ARTS I ARTESANIA;UC2124_3;Reparar danys i anomalies no estructurals d'instruments musicals de corda;200,
IFCD29;Ús segur d'internet i habilitats en col·laboració en línia;60,;2;INFORMÀTICA I COMUNICACIONS;noUC_ifcd29;;15,
QUIA0112;Organització i control d'assaigs destructius de caracterització de materials i productes;880,;3;QUÍMICA;UC2197_3;Reconèixer les propietats dels materials i productes associats als seus processos de fabricació o transformació;120,
IFCD39;Desenvolupador AWS;250,;3;INFORMÀTICA I COMUNICACIONS;noUC_ifcd39;;60,
ADGD95;Dinamització de projectes agroalimentaris i desenvolupament rural;155,;4;ADMINISTRACIÓ I GESTIÓ;noUC_adgd95;;40,
TMVU0110;Operacions auxiliars de manteniment de sistemes i equips d'embarcacions esportives i d'esbarjo;390,;1;TRANSPORT I MANTENIMENT DE VEHICLES;UC1459_1;Realitzar operacions auxiliars en el manteniment dels sistemes elèctrics i electrònics d'embarcacions esportives i d'esbarjo;100,
TMVG0309;Manteniment de sistemes de transmissió de força i trens de rodatge de vehicles automòbils;480,;2;TRANSPORT I MANTENIMENT DE VEHICLES;UC0130_2;Mantenir els sistemes hidràulics i pneumàtics, direcció i suspensió;200,
TCPF0111;Operacions auxiliars d'adobaments;330,;1;TÈXTIL, CONFECCIÓ I PELL;UC1229_1;Realitzar operacions de neteja en màquines d'adobatge i acabats de pells, col·laborant en la càrrega-descàrrega i en el manteniment;190,
IMPE0108;Serveis auxiliars d'estètica;360,;1;IMATGE PERSONAL;UC0343_1;Preparar els equips i realitzar operacions d'atenció i acomodació del client en condicions de qualitat, seguretat i higiene;30,
TCPF0312;Control de qualitat de productes en tèxtil i pell;620,;3;TÈXTIL, CONFECCIÓ I PELL;UC2058_3;Supervisar i realitzar assajos per a control de qualitat de productes de pell, calçat i marroquineria;180,
HOTR0209;Sommelieria;730,;3;HOSTALERIA I TURISME;UC1109_3;Gestionar el funcionament de cellers de conservació i maduració de vins per a restauració i assessorar en la seva posada en funcionament;60,
COML01;Màrqueting digital & e-commerce per a l'automoció;130,;3;COMERÇ I MARQUETING;noUC_coml01;;12,
ENAL01;Integració de tecnologies d'emmagatzematge;240,;5;ENERGIA I AIGUA;noUC_enal01;;100,
SEAG0108;Gestió de residus urbans i industrials;390,;2;SEGURETAT I MEDI AMBIENT;UC0077_2;Recollir i tractar els residus industrials;120,
CTRL0007;Comunicació en llengües estrangeres per a l'ocupació (alemany) nivell 2;180,;2;COMPETÈNCIES TRANSVERSALS;;;0,
AFDA0210;Condicionament físic en sala d'entrenament polivalent;590,;3;ACTIVITATS FÍSIQUES I ESPORTIVES;UC0274_3;Programar les activitats pròpies d'una sala d'entrenament polivalent (SEP), atenent a criteris de promoció de la salut i el benestar de la persona usuària;130,
COML0210;Gestió i control de l'aprovisionament;450,;3;COMERÇ I MARQUETING;noUC_MP0333;Mòdul de pràctiques professionals no laborals de 'Gestió i control de l'aprovisionament';80,
ELEM0210;Gestió i supervisió del muntatge i manteniment de sistemes d'automatització industrial;650,;3;ELECTRICITAT I ELECTRÒNICA;noUC_MP0381;Mòdul de pràctiques professionals no laborals de 'Gestió i supervisió del muntatge i manteniment de sistemes d'automatització industrial';120,
IFCD110;Serveis en el núvol (cloud) amb AWS;40,;3;INFORMÀTICA I COMUNICACIONS;;;0,
ARGT0112;Gestió de la producció en transformats de paper, cartró i altres suports gràfics;630,;3;ARTS GRÀFIQUES;UC1669_3;Planificar la fabricació de productes gràfics;120,
SSCE0212;Promoció per la igualtat efectiva de dones i homes;570,;3;SERVEIS SOCIOCULTURALS I A LA COMUNITAT;UC1453_3;Promoure i mantenir canals de comunicació en l'entorn d'intervenció, incorporant la perspectiva de gènere;140,
AFDA0110;Condicionament físic en grup amb suport musical;590,;3;ACTIVITATS FÍSIQUES I ESPORTIVES;UC0273_3;Determinar la condició física, biològica i motivacional de la persona usuària;130,
COMT02;Gestió del punt de venda de moda;200,;2;COMERÇ I MARQUETING;noUC_comt02;-;60,
ARGN0109;Producció editorial;540,;3;ARTS GRÀFIQUES;noUC_MP0060;Mòdul de pràctiques professionals no laborals;160,
ADGN0110;Gestió comercial i tècnica d'assegurances i reassegurances privades;730,;3;ADMINISTRACIÓ I GESTIÓ;UC0233_2;Manejar aplicacions ofimàtiques en la gestió de la informació i la documentació;190,
SEAD0218;Servei de vigilància en esdeveniments musicals;20,;2;SEGURETAT I MEDI AMBIENT;;;0,
MAMD0210;Planificació i gestió de la fabricació en indústries de fusta i suro;570,;3;FUSTA, MOBLE I SURO;UC1367_3;Controlar els processos de fabricació en la indústria del suro;110,
AGAR0108;Aprofitaments forestals;600,;2;AGRÀRIA;UC1121_2;Manejar tractors forestals i realitzar el seu manteniment;110,
EOCQ01;Operacions de manutenció de càrregues amb grua mòbil autopropulsada;360,;2;EDIFICACIÓ I OBRA CIVIL;noUC_eocq01;;140,
CTRL0050;Català intermedi 2;45,;2;COMPETÈNCIES TRANSVERSALS;;;0,
AGAN0110;Doma bàsica del cavall;620,;2;AGRÀRIA;UC1124_2;Realizar la muntada inicial de poltres;150,
IMAR06;Curs complementari sobre manipulació d'equips amb sistemes frigorífics de càrrega menor de 3 kg de refrigerants fluorats;110,;2;INSTAL·LACIÓ I MANTENIMENT;noUC_imar06;;11,
QUIM0309;Operacions de condicionament de productes farmacèutics i afins;480,;2;QUÍMICA;UC0323_2;Condicionar un lot de productes farmacèutics i afins;220,
INAH0109;Elaboració de vins i licors;600,;2;INDÚSTRIA ALIMENTÀRIA;UC0548_2;Controlar la matèria primera i preparar les instal·lacions i la maquinària de bodega;110,
TMVI58;Programa de qualificació inicial accelerada amb sensibilització i educació viària, tacògraf digital i atenció i informació als viatgers (Viatgers);280,;1;TRANSPORT I MANTENIMENT DE VEHICLES;;;0,
SEAD01DCP;Prevenció de riscos laborals per a persones amb discapacitat;150,;1;SEGURETAT I MEDI AMBIENT;noUC_sead01dcp;;30,
IMAR07;Anglès tècnic aplicat al fred i la climatització;150,;2;INSTAL·LACIÓ I MANTENIMENT;noUC_imar07;-;10,
FMEA0211;Fabricació d'elements aeroespacials amb materials compostos;660,;2;FABRICACIÓ MECÀNICA;noUC_MP0431;Mòdul de pràctiques professionals no laborals de 'Fabricació d'elements aeroespacials amb materials compostos';80,
ADGN0006;Gestió financera;50,;2;ADMINISTRACIÓ I GESTIÓ;;;0,
ELES0311;Gestió i supervisió del muntatge i manteniment de sistemes de producció audiovisual i de radiodifusió;680,;3;ELECTRICITAT I ELECTRÒNICA;UC1579_3;Gestionar i supervisar el manteniment de sistemes de producció audiovisual en estudis i unitats mòbils;180,
HOTA08;Equips, maquinària, útils, eines i productes utilitzats en la neteja. Departament de pisos;15,;1;HOSTALERIA I TURISME;;;0,
IFCM0210;Manteniment de primer nivell en sistemes de radiocomunicacions;580,;2;INFORMÀTICA I COMUNICACIONS;UC1210_2;Posar en servei i mantenir xarxes sense fil d'àrea local i metropolitanes;180,
SSCB0109;Dinamització comunitària;610,;3;SERVEIS SOCIOCULTURALS I A LA COMUNITAT;UC1025_3;Aplicar processos i tèccniques de mediació en la gestió de conflictes entre agents comunitaris;60,
IFCD0048;Gestió de serveis basats en el valor;24,;2;INFORMÀTICA I COMUNICACIONS;;;0,
IFCT129;Consultor SAP S4HANA Gestió de Materials  ¿  Compres;270,;3;INFORMÀTICA I COMUNICACIONS;noUC_ifct129;;30,
FMEE0308;Disseny de productes de fabricació mecànica;680,;3;FABRICACIÓ MECÀNICA;UC0105_3;Dissenyar productes de fabricació mecànica;230,
HOTR0069;Tècniques culinàries per a peixos, crustacis i mol·luscos;80,;1;HOSTALERIA I TURISME;noUC_hotr0069;-;30,
HOTR0408;Cuina;810,;2;HOSTALERIA I TURISME;UC0259_2;Definir ofertes gastronòmiques senzilles, realitzar l'aprovisionament i controlar consums.;70,
INAV0109;Fabricació de conserves vegetals;480,;2;INDÚSTRIA ALIMENTÀRIA;UC0294_2;Conduir l'aplicació dels tractaments finals de conservació, seguint les especificacions de qualitat i higiene demandades;140,
EOCJ0111;Impermeabilització mitjançant membranes formades amb làmines;590,;2;EDIFICACIÓ I OBRA CIVIL;UC1919_2;Impermeabilitzar amb membranes sintètiques;130,
EOCO0108;Representació de projectes d'edificació;600,;3;EDIFICACIÓ I OBRA CIVIL;UC0638_3;Realitzar representacions de construcció;190,
IFCD31;Desenvolupament amb MEAN per a WEB i Cloud (FULL STACK);325,;3;INFORMÀTICA I COMUNICACIONS;noUC_ifcd31;;145,
TMVO0212;Assistència a passatgers, tripulacions, aeronaus i mercaderies en aeroports;720,;2;TRANSPORT I MANTENIMENT DE VEHICLES;UC2215_2;Assistir l'aeronau en rampa;130,
ELES0109;Muntatge i manteniment d'instal·lacions de megafonia, sonorització de locals i circuit tancat de televisió;350,;2;ELECTRICITAT I ELECTRÒNICA;UC0597_2;Muntar i mantenir instal·lacions de megafonia i sonorització de locals;150,
TMVI0027;Conducció de remolcs i semiremolcs;130,;1;TRANSPORT I MANTENIMENT DE VEHICLES;noUC_tmvi0027;-;40,
SSCG0007;Detecció i abordatge de situacions de risc als domicilis;10,;2;SERVEIS SOCIOCULTURALS I A LA COMUNITAT;;;0,
QUIO0112;Fabricació de pastes químiques i/o semiquímiques;680,;2;QUÍMICA;UC0044_2;Realitzar el control del procés de pasta i paper;110,
TCPP0512;Gestió de la producció i qualitat de teixidura de punt;670,;3;TÈXTIL, CONFECCIÓ I PELL;UC0463_3;Supervisar i controlar la producció en art de teixir de punt per ordit;150,
CTRP0023;Claus i estratègies per a l'orientació al client;20,;3;COMPETÈNCIES TRANSVERSALS;noUC_ctrp0023;-;7,
QUIO0110;Recuperació de lleixius negres i energia;570,;2;QUÍMICA;UC0777_2;Operar instal·lacions de producció i recuperació d'energia;150,
TMVI04;Mesures de reactivació i renovació del sector del transport;12,;2;TRANSPORT I MANTENIMENT DE VEHICLES;;;0,
ELEM0211;Gestió i supervisió del muntatge i manteniment de sistemes domòtics i immòtics;550,;3;ELECTRICITAT I ELECTRÒNICA;UC1822_3;Parametritzar i posar en marxa els sistemes domòtics i immòtics;140,
ENAA0109;Organització i control del muntatge i manteniment de xarxes i instal·lacions d'aigua i sanejament;510,;3;ENERGIA I AIGUA;UC0839_3;Controlar el desenvolupament d'obres de xarxes i instal·lacions d'abastament i distribució d'aigua i sanejament;160,
AGAN0112;Assistència en els controls sanitaris en escorxadors, establiments de manipulació de caça i sales  d'especejament;830,;3;AGRÀRIA;UC2134_3;Controlar la gestió dels subproductes d'origen animal no destinats al consum humà (SANDACH);30,
ENAC0108;Eficiència energètica d'edificis;920,;3;ENERGIA I AIGUA;UC1195_3;Col·laborar en el procés de certificació energètica d'edificis;240,
TMVI0208;Conducció de vehicles pesants de transport de mercaderies per carretera;390,;2;TRANSPORT I MANTENIMENT DE VEHICLES;UC1462_2;Realitzar la conducció del vehicle i altres operacions relacionades amb els serveis de transport;130,
QUIB0108;Gestió i control de planta química;840,;3;QUÍMICA;UC0575_3;Verificar el condicionament de les instal·lacions de procés químic, d'energia i auxiliars.;180,
COML0110;Activitats auxiliars de magatzem;210,;1;COMERÇ I MARQUETING;UC1326_1;Preparar comandes de forma eficaç i eficient, seguint procediments establerts;40,
QUIO0110;Recuperació de lleixius negres i energia;570,;2;QUÍMICA;UC0773_2;Tractar i subministrar líquids i gasos en el procés de fabricació de pastes celul·lòsiques;120,
EOCB0310;Revestiments amb peces rígides per adherència en construcció;750,;2;EDIFICACIÓ I OBRA CIVIL;UC1942_2;Executar enrajolaments i aplacats;170,
EOCB0110;Pintura decorativa en construcció;640,;2;EDIFICACIÓ I OBRA CIVIL;UC0873_1;Aplicar imprimacions i pintures protectores en construcció;120,
QUIE0111;Organització i control de processos i realització de serveis biotecnològics;720,;3;QUÍMICA;UC1557_3;Organitzar la fabricació de productes de base biològica i el desenvolupament de serveis biotecnològics;150,
IMAR0208;Muntatge i manteniment d'instal·lacions de climatització i ventilació-extracció;500,;2;INSTAL·LACIÓ I MANTENIMENT;UC1159_2;Mantenir instal·lacions de climatització i ventilació - extracció;220,
IFCT123;Implantació i gestió de la ciberseguretat;91,;4;INFORMÀTICA I COMUNICACIONS;noUC_ifct123;;18,
ELEQ0311;Manteniment d'equips electrònics;680,;3;ELECTRICITAT I ELECTRÒNICA;UC1824_3;Mantenir equips de telecomunicació;150,
AGAR0211;Gestió dels aprofitaments cinegeticopiscícoles;740,;3;AGRÀRIA;UC1486_3;Organitzar i supervisar les operacions d'inventari i seguiment de l'hàbitat natural;100,
IMAI0110;Instal · lació i manteniment de sistemes d'aïllament tèrmic, acústic i protecció passiva contra el foc;620,;2;INSTAL·LACIÓ I MANTENIMENT;UC1881_2;Mantenir sistemes d'aïllament;180,
QUIO0109;Preparació de pastes papereres;540,;2;QUÍMICA;UC0044_2;Realitzar el control del procés de pasta i paper;110,
TMVG0110;Planificació i control de l'àrea d'electromecànica;660,;3;TRANSPORT I MANTENIMENT DE VEHICLES;UC0139_3;Planificar els processos de reparació dels sistemes de transmissió de força i trens de rodatge, controlant-ne l'execució;150,
IFCD104;Intel·ligència Artificial i Big Data aplicat a l'àmbit biosanitari;300,;3;INFORMÀTICA I COMUNICACIONS;noUC_ifcd104;;60,
SEAD0175;C.31 Conductors de grues mòbils autopropulsades. Formació de reciclatge;4,;1;SEGURETAT I MEDI AMBIENT;;;0,
ARTG0112;Manteniment i reparació d'instruments de vent-metall;680,;2;ARTS I ARTESANIA;UC2114_2;Realitzar ajusts finals en mecanismes d'instruments de vent-metall;140,
ARGT0411;Fabricació de complexos, envasos, embalatges i altres articles de paper i cartró;600,;2;ARTS GRÀFIQUES;UC1339_2;Preparar les línies d'elaboració d'envasos, embalatges i articles de papereria;80,
